,Word,Root
4603,أَغْبَر,غبر
4604,أغبر,غبر
4605,أَغْبَس,غبس
4606,أغبس,غبس
4607,أَغْبَش,غبش
4608,أغبش,غبش
4609,أَغْبَص,غبص
4610,أغبص,غبص
4611,أَغْبَى,غبي
4612,أغبى,غبي
4613,أَغْبِيَاء,غبي
4614,أغبياء,غبي
4615,أَغْتَم,غتم
4616,أغتم,غتم
4617,أَغْثَاء,غثو
4618,أغثاء,غثو
4619,أَغْثَر,غثر
4620,أغثر,غثر
4621,أَغْثَم,غثم
4622,أغثم,غثم
4623,أَغْدَار,غدر
4624,أغدار,غدر
4625,أَغْدَر,غدر
4626,أغدر,غدر
4627,أَغْدِيَة,غدو
4628,أغدية,غدو
4629,أَغْذِيَة,غذو
4630,أغذية,غذو
4631,أَغْرَاء,غرو
4632,أغراء,غرو
4633,أَغْرَار,غرر
4634,أغرار,غرر
4635,أَغْرَاس,غرس
4636,أغراس,غرس
4637,أَغْرَاض,غرض
4638,أغراض,غرض
4639,أَغْرَل,غرل
4640,أغرل,غرل
4641,أَغْرُب,غرب
4642,أغرب,غرب
4643,أَغْرِبَة,غرب
4644,أغربة,غرب
4645,أَغْسَام,غسم
4646,أغسام,غسم
4647,أَغْشَم,غشم
4648,أغشم,غشم
4649,أَغْشَى,غشي
4650,أغشى,غشي
4651,أَغْشِيَة,غشي
4652,أغشية,غشي
4653,أَغْصَان,غصن
4654,أغصان,غصن
4655,أَغْضَف,غضف
4656,أغضف,غضف
4657,أَغْطَش,غطش
4658,أغطش,غطش
4659,أَغْطَف,غطف
4660,أغطف,غطف
4661,أَغْفَاء,غفي
4662,أغفاء,غفي
4663,أَغْفَار,غفر
4664,أغفار,غفر
4665,أَغْفَال,غفل
4666,أغفال,غفل
4667,أَغْلاَط,غلط
4668,أغلاط,غلط
4669,أَغْلاَل,غلل
4670,أغلال,غلل
4671,أَغْلَب,غلب
4672,أغلب,غلب
4673,أَغْلَبِيَّة,غلب
4674,أغلبية,غلب
4675,أَغْلَف,غلف
4676,أغلف,غلف
4677,أَغْمَاء,غمو
4678,أغماء,غمو
4679,أَغْمَاد,غمد
4680,أغماد,غمد
4681,أَغْمَار,غمر
4682,أغمار,غمر
4683,أَغْمَاز,غمز
4684,أغماز,غمز
4685,أَغْمَاض,غمض
4686,أغماض,غمض
4687,أَغْمَص,غمص
4688,أغمص,غمص
4689,أَغْمِرَاء,غمر
4690,أغمراء,غمر
4691,أَغْمِيَة,غمو
4692,أغمية,غمو
4693,أَغْنَام,غنم
4694,أغنام,غنم
4695,أَغْوَاء,غوو
4696,أغواء,غوو
4697,أَغْوَار,غور
4698,أغوار,غور
4699,أَغْوَاط,غوط
4700,أغواط,غوط
4701,أَغْوَال,غول
4702,أغوال,غول
4703,أَغْوَز,غوز
4704,أغوز,غوز
4705,أَغْيَاث,غيث
4706,أغياث,غيث
4707,أَغْيَاض,غيض
4708,أغياض,غيض
4709,أَغْيَال,غيل
4710,أغيال,غيل
4711,أَغْيَد,غيد
4712,أغيد,غيد
4713,أَغْيَس,غيس
4714,أغيس,غيس
4715,أَغْيَف,غيف
4716,أغيف,غيف
4717,أَغْيَل,غيل
4718,أغيل,غيل
4719,أَغْيَن,غين
4720,أغين,غين
4721,أَفائِك,ءفك
4722,أفائك,ءفك
4723,أَفائِل,ءفل
4724,أفائل,ءفل
4725,أَفَاحِيص,فحص
4726,أفاحيص,فحص
4727,أَفَاضِل,فضل
4728,أفاضل,فضل
4729,أَفَاعٍِ,فعي
4730,أفاع,فعي
4731,أَفَاعِيل,فعل
4732,أفاعيل,فعل
4733,أَفَاكِيه,فكه
4734,أفاكيه,فكه
4735,أَفَانِين,فنن
4736,أفانين,فنن
4737,أَفَاوِج,فوج
4738,أفاوج,فوج
4739,أَفَاوِيق,فوق
4740,أفاويق,فوق
4741,أَفَاوِيه,فوه
4742,أفاويه,فوه
4743,أَفَجّ,فجج
4744,أفج,فجج
4745,أَفَخّ,فخخ
4746,أفخ,فخخ
4747,أَفَد,ءفد
4748,أفد,ءفد
4749,أَفَذّ,فذذ
4750,أفذ,فذذ
4751,أَفَر,ءفر
4752,أفر,ءفر
4753,أَفَق,ءفق
4754,أفق,ءفق
4755,أَفَك,ءفك
4756,أفك,ءفك
4757,أَفَكّ,فكك
4758,أفك,فكك
4759,أَفَلّ,فلل
4760,أفل,فلل
4761,أَفَن,ءفن
4762,أفن,ءفن
4763,أَفُصّ,فصص
4764,أفص,فصص
4765,أَفُوف,ءفف
4766,أفوف,ءفف
4767,أَفِجَّة,فجج
4768,أفجة,فجج
4769,أَفِر,ءفر
4770,أَفِق,ءفق
4771,أَفِنَة,ءفن
4772,أفنة,ءفن
4773,أَفِيق,ءفق
4774,أفيق,ءفق
4775,أَفِيك,ءفك
4776,أفيك,ءفك
4777,أَفِيكَة,ءفك
4778,أفيكة,ءفك
4779,أَفِيل,ءفل
4780,أفيل,ءفل
4781,أَفِين,ءفن
4782,أفين,ءفن
4783,أَفّ,ءفف
4784,أف,ءفف
4785,أَفَّار,ءفر
4786,أفار,ءفر
4787,أَفَّاف,ءفف
4788,أفاف,ءفف
4789,أَفَّاق,ءفق
4790,أفاق,ءفق
4791,أَفَّة,ءفف
4792,أفة,ءفف
4793,أَفْؤُس,فءس
4794,أفؤس,فءس
4795,أَفْؤُل,فءل
4796,أفؤل,فءل
4797,أَفْئِدَة,فءد
4798,أفئدة,فءد
4799,أَفْتَاء,فتو
4800,أفتاء,فتو
4801,أَفْتَار,فتر
4802,أفتار,فتر
4803,أَفْتَخ,فتخ
4804,أفتخ,فتخ
4805,أَفْتَق,فتق
4806,أفتق,فتق
4807,أَفْتَل,فتل
4808,أفتل,فتل
4809,أَفْجَل,فجل
4810,أفجل,فجل
4811,أَفْجَم,فجم
4812,أفجم,فجم
4813,أَفْجَى,فجو
4814,أفجى,فجو
4815,أَفْحَاء,فحو
4816,أفحاء,فحو
4817,أَفْحَاث,فحث
4818,أفحاث,فحث
4819,أَفْحَج,فحج
4820,أفحج,فحج
4821,أَفْحُل,فحل
4822,أفحل,فحل
4823,أَفْخ,ءفخ
4824,أفخ,ءفخ
4825,أَفْخَاذ,فخذ
4826,أفخاذ,فخذ
4827,أَفْدَان,فدن
4828,أفدان,فدن
4829,أَفْدَع,فدع
4830,أفدع,فدع
4831,أَفْذَاذ,فذذ
4832,أفذاذ,فذذ
4833,أَفْر,ءفر
4834,أَفْرَاء,فرء
4835,أفراء,فرء
4836,أَفْرَاخ,فرخ
4837,أفراخ,فرخ
4838,أَفْرَاد,فرد
4839,أفراد,فرد
4840,أَفْرَاز,فرز
4841,أفراز,فرز
4842,أَفْرَاس,فرس
4843,أفراس,فرس
4844,أَفْرَاط,فرط
4845,أفراط,فرط
4846,أَفْرَان,ءفر
4847,أفران,ءفر
4848,أَفْرَج,فرج
4849,أفرج,فرج
4850,أَفْرَع,فرع
4851,أفرع,فرع
4852,أَفْرَق,فرق
4853,أفرق,فرق
4854,أَفْرُخ,فرخ
4855,أفرخ,فرخ
4856,أَفْرُط,فرط
4857,أفرط,فرط
4858,أَفْرِصَة,فرص
4859,أفرصة,فرص
4860,أَفْرِغَة,فرغ
4861,أفرغة,فرغ
4862,أَفْرِقَة,فرق
4863,أفرقة,فرق
4864,أَفْزَاز,فزز
4865,أفزاز,فزز
4866,أَفْزَاع,فزع
4867,أفزاع,فزع
4868,أَفْزَر,فزر
4869,أفزر,فزر
4870,أَفْسَأ,فسء
4871,أفسأ,فسء
4872,أَفْسُل,فسل
4873,أفسل,فسل
4874,أَفْشَغ,فشغ
4875,أفشغ,فشغ
4876,أَفْشَق,فشق
4877,أفشق,فشق
4878,أَفْصَع,فصع
4879,أفصع,فصع
4880,أَفْضَال,فضل
4881,أفضال,فضل
4882,أَفْضَل,فضل
4883,أفضل,فضل
4884,أَفْضَلُون,فضل
4885,أفضلون,فضل
4886,أَفْضِيَة,فضو
4887,أفضية,فضو
4888,أَفْطَأ,فطء
4889,أفطأ,فطء
4890,أَفْطَار,فطر
4891,أفطار,فطر
4892,أَفْطَح,فطح
4893,أفطح,فطح
4894,أَفْطَس,فطس
4895,أفطس,فطس
4896,أَفْظَاظ,فظظ
4897,أفظاظ,فظظ
4898,أَفْعَال,فعل
4899,أفعال,فعل
4900,أَفْعَم,فعم
4901,أفعم,فعم
4902,أَفْعَى,فعي
4903,أفعى,فعي
4904,أَفْق,ءفق
4905,أَفْقَع,فقع
4906,أفقع,فقع
4907,أَفْقَم,فقم
4908,أفقم,فقم
4909,أَفْقُع,فقع
4910,أَفْك,ءفك
4911,أَفْكَار,فكر
4912,أفكار,فكر
4913,أَفْكَل,فكل
4914,أفكل,فكل
4915,أَفْل,ءفل
4916,أفل,ءفل
4917,أَفْلاَء,فلو
4918,أفلاء,فلو
4919,أَفْلاَح,فلح
4920,أفلاح,فلح
4921,أَفْلاَذ,فلذ
4922,أفلاذ,فلذ
4923,أَفْلاَك,فلك
4924,أفلاك,فلك
4925,أَفْلاَم,فلم
4926,أفلام,فلم
4927,أَفْلَج,فلج
4928,أفلج,فلج
4929,أَفْلَح,فلح
4930,أفلح,فلح
4931,أَفْمَام,فمم
4932,أفمام,فمم
4933,أَفْن,ءفن
4934,أَفْنَاء,فني
4935,أفناء,فني
4936,أَفْنَاد,فند
4937,أفناد,فند
4938,أَفْنَان,فنن
4939,أفنان,فنن
4940,أَفْنِيَة,فني
4941,أفنية,فني
4942,أَفْهَاء,فهو
4943,أفهاء,فهو
4944,أَفْهَار,فهر
4945,أفهار,فهر
4946,أَفْهَام,فهم
4947,أفهام,فهم
4948,أَفْهُد,فهد
4949,أفهد,فهد
4950,أَفْوَات,فوت
4951,أفوات,فوت
4952,أَفْوَاج,فوج
4953,أفواج,فوج
4954,أَفْوَاد,فود
4955,أفواد,فود
4956,أَفْوَاق,فوق
4957,أفواق,فوق
4958,أَفْوَاه,فوه
4959,أفواه,فوه
4960,أَفْوَق,فوق
4961,أفوق,فوق
4962,أَفْوَه,فوه
4963,أفوه,فوه
4964,أَفْيَاء,فيء
4965,أفياء,فيء
4966,أَفْيَاف,فيف
4967,أفياف,فيف
4968,أَفْيَال,فيل
4969,أفيال,فيل
4970,أَفْيَح,فيح
4971,أفيح,فيح
4972,أَقبَاط,قبط
4973,أقباط,قبط
4974,أَقَاحٍ,ءقح
4975,أقاح,ءقح
4976,أَقَاحِيّ,ءقح
4977,أقاحي,ءقح
4978,أَقَارِع,قرع
4979,أقارع,قرع
4980,أَقَازِل,قزل
4981,أقازل,قزل
4982,أَقَاسِيم,قسم
4983,أقاسيم,قسم
4984,أَقَاصٍ,قصو
4985,أقاص,قصو
4986,أَقَاصِيص,قصص
4987,أقاصيص,قصص
4988,أَقَاوِيل,قول
4989,أقاويل,قول
4990,أَقَبّ,قبب
4991,أقب,قبب
4992,أَقَذّ,قذذ
4993,أقذ,قذذ
4994,أَقَطّ,قطط
4995,أقط,قطط
4996,أَقَلِّيَّات,قلل
4997,أقليات,قلل
4998,أَقَلِّيَّة,قلل
4999,أقلية,قلل
5000,أَقُبّ,قبب
5001,أَقُدّ,قدد
5002,أقد,قدد
5003,أَقِدَّة,قدد
5004,أقدة,قدد
5005,أَقِط,ءقط
5006,أقط,ءقط
5007,أَقِطَّة,قطط
5008,أقطة,قطط
5009,أَقِلاَّء,قلل
5010,أقلاء,قلل
5011,أَقِمَّة,قمم
5012,أقمة,قمم
5013,أَقِنَّة,قنن
5014,أقنة,قنن
5015,أَقْبَاء,قبو
5016,أقباء,قبو
5017,أَقْبَاس,قبس
5018,أقباس,قبس
5019,أَقْبَال,قبل
5020,أقبال,قبل
5021,أَقْبَص,قبص
5022,أقبص,قبص
5023,أَقْبَل,قبل
5024,أقبل,قبل
5025,أَقْبُر,قبر
5026,أقبر,قبر
5027,أَقْتَاب,قتب
5028,أقتاب,قتب
5029,أَقْتَاد,قتد
5030,أقتاد,قتد
5031,أَقْتَار,قتر
5032,أقتار,قتر
5033,أَقْتَال,قتل
5034,أقتال,قتل
5035,أَقْتَم,قتم
5036,أقتم,قتم
5037,أَقْحَاح,قحح
5038,أقحاح,قحح
5039,أَقْحَاف,قحف
5040,أقحاف,قحف
5041,أَقْحُر,قحر
5042,أقحر,قحر
5043,أَقْدَاح,قدح
5044,أقداح,قدح
5045,أَقْدَار,قدر
5046,أقدار,قدر
5047,أَقْدَام,قدم
5048,أقدام,قدم
5049,أَقْدَر,قدر
5050,أقدر,قدر
5051,أَقْذَاء,قذي
5052,أقذاء,قذي
5053,أَقْذَار,قذر
5054,أقذار,قذر
5055,أَقْذَاف,قذف
5056,أقذاف,قذف
5057,أَقْذَع,قذع
5058,أقذع,قذع
5059,أَقْذِلَة,قذل
5060,أقذلة,قذل
5061,أَقْرٍ,قرو
5062,أقر,قرو
5063,أَقْرَأ,قرء
5064,أقرأ,قرء
5065,أَقْرَاء,قرء
5066,أقراء,قرء
5067,أَقْرَاب,قرب
5068,أقراب,قرب
5069,أَقْرَاد,قرد
5070,أقراد,قرد
5071,أَقْرَاص,قرص
5072,أقراص,قرص
5073,أَقْرَاط,قرط
5074,أقراط,قرط
5075,أَقْرَان,قرن
5076,أقران,قرن
5077,أَقْرَب,قرب
5078,أقرب,قرب
5079,أَقْرَح,قرح
5080,أقرح,قرح
5081,أَقْرَط,قرط
5082,أقرط,قرط
5083,أَقْرَع,قرع
5084,أقرع,قرع
5085,أَقْرَن,قرن
5086,أقرن,قرن
5087,أَقْرَه,قره
5088,أقره,قره
5089,أَقْرَى,قري
5090,أقرى,قري
5091,أَقْرُؤ,قرء
5092,أقرؤ,قرء
5093,أَقْرِبَاء,قرب
5094,أقرباء,قرب
5095,أَقْرِبَة,قرب
5096,أقربة,قرب
5097,أَقْرِحَة,قرح
5098,أقرحة,قرح
5099,أَقْزَام,قزم
5100,أقزام,قزم
5101,أَقْزَع,قزع
5102,أقزع,قزع
5103,أَقْزَل,قزل
5104,أقزل,قزل
5105,أَقْزَلاَن,قزل
5106,أقزلان,قزل
5107,أَقْسَاط,قسط
5108,أقساط,قسط
5109,أَقْسَام,قسم
5110,أقسام,قسم
5111,أَقْسَط,قسط
5112,أقسط,قسط
5113,أَقْسَى,قسو
5114,أقسى,قسو
5115,أَقْسِمَاء,قسم
5116,أقسماء,قسم
5117,أَقْشَاب,قشب
5118,أقشاب,قشب
5119,أَقْشَر,قشر
5120,أقشر,قشر
5121,أَقْشَف,قشف
5122,أقشف,قشف
5123,أَقْشِطَة,قشط
5124,أقشطة,قشط
5125,أَقْصَاء,قصو
5126,أقصاء,قصو
5127,أَقْصَاب,قصب
5128,أقصاب,قصب
5129,أَقْصَار,قصر
5130,أقصار,قصر
5131,أَقْصَر,قصر
5132,أقصر,قصر
5133,أَقْصَف,قصف
5134,أقصف,قصف
5135,أَقْصَم,قصم
5136,أقصم,قصم
5137,أَقْصَى,قصو
5138,أقصى,قصو
5139,أَقْضَم,قضم
5140,أقضم,قضم
5141,أَقْضِمَة,قضم
5142,أقضمة,قضم
5143,أَقْضِيَة,قضي
5144,أقضية,قضي
5145,أَقْطَاب,قطب
5146,أقطاب,قطب
5147,أَقْطَار,قطر
5148,أقطار,قطر
5149,أَقْطَاط,قطط
5150,أقطاط,قطط
5151,أَقْطَاع,قطع
5152,أقطاع,قطع
5153,أَقْطَان,قطن
5154,أقطان,قطن
5155,أَقْطَع,قطع
5156,أقطع,قطع
5157,أَقْطَن,قطن
5158,أقطن,قطن
5159,أَقْعَد,قعد
5160,أقعد,قعد
5161,أَقْعَس,قعس
5162,أقعس,قعس
5163,أَقْعَم,قعم
5164,أقعم,قعم
5165,أَقْعَن,قعم
5166,أقعن,قعم
5167,أَقْعَى,قعو
5168,أقعى,قعو
5169,أَقْعُب,قعب
5170,أقعب,قعب
5171,أَقْعِدَة,قعد
5172,أقعدة,قعد
5173,أَقْفَاء,قفو
5174,أقفاء,قفو
5175,أَقْفَاص,قفص
5176,أقفاص,قفص
5177,أَقْفَال,قفل
5178,أقفال,قفل
5179,أَقْفَد,قفد
5180,أقفد,قفد
5181,أَقْفَز,قفز
5182,أقفز,قفز
5183,أَقْفَس,قفس
5184,أقفس,قفس
5185,أَقْفَع,قفع
5186,أقفع,قفع
5187,أَقْفُل,قفل
5188,أقفل,قفل
5189,أَقْفِزَة,قفز
5190,أقفزة,قفز
5191,أَقْلاَد,قلد
5192,أقلاد,قلد
5193,أَقْلاَس,قلس
5194,أقلاس,قلس
5195,أَقْلاَم,قلم
5196,أقلام,قلم
5197,أَقْلَب,قلب
5198,أقلب,قلب
5199,أَقْلَح,قلح
5200,أقلح,قلح
5201,أَقْلَف,قلف
5202,أقلف,قلف
5203,أَقْلِبَة,قلب
5204,أقلبة,قلب
5205,أَقْمَار,قمر
5206,أقمار,قمر
5207,أَقْمَاط,قمط
5208,أقماط,قمط
5209,أَقْمَد,قمد
5210,أقمد,قمد
5211,أَقْمَر,قمر
5212,أقمر,قمر
5213,أَقْمَع,قمع
5214,أقمع,قمع
5215,أَقْمِشَة,قمش
5216,أقمشة,قمش
5217,أَقْمِصَة,قمص
5218,أقمصة,قمص
5219,أَقْمِطَة,قمط
5220,أقمطة,قمط
5221,أَقْنَاء,قنو
5222,أقناء,قنو
5223,أَقْنَاع,قنع
5224,أقناع,قنع
5225,أَقْنَان,قنن
5226,أقنان,قنن
5227,أَقْنَف,قنف
5228,أقنف,قنف
5229,أَقْنَم,قنم
5230,أقنم,قنم
5231,أَقْنَى,قنو
5232,أقنى,قنو
5233,أَقْنِعَة,قنع
5234,أقنعة,قنع
5235,أَقْهَب,قهب
5236,أقهب,قهب
5237,أَقْوَاء,قوي
5238,أقواء,قوي
5239,أَقْوَاب,قوب
5240,أقواب,قوب
5241,أَقْوَات,قوت
5242,أقوات,قوت
5243,أَقْوَاز,قوز
5244,أقواز,قوز
5245,أَقْوَاس,قوس
5246,أقواس,قوس
5247,أَقْوَاط,قوط
5248,أقواط,قوط
5249,أَقْوَاع,قوع
5250,أقواع,قوع
5251,أَقْوَال,قول
5252,أقوال,قول
5253,أَقْوَام,قوم
5254,أقوام,قوم
5255,أَقْوَد,قود
5256,أقود,قود
5257,أَقْوَر,قور
5258,أقور,قور
5259,أَقْوَس,قوس
5260,أقوس,قوس
5261,أَقْوَف,قوف
5262,أقوف,قوف
5263,أَقْيَاد,قيد
5264,أقياد,قيد
5265,أَقْيَاظ,قيظ
5266,أقياظ,قيظ
5267,أَقْيَال,قول
5268,أقيال,قول
5269,أَقْيَان,قين
5270,أقيان,قين
5271,أَكَائِد,ءكد
5272,أكائد,ءكد
5273,أَكَائِل,ءكل
5274,أكائل,ءكل
5275,أَكَابِر,كبر
5276,أكابر,كبر
5277,أَكَاحِل,كحل
5278,أكاحل,كحل
5279,أَكَاذِيب,كذب
5280,أكاذيب,كذب
5281,أَكَارِع,كرع
5282,أكارع,كرع
5283,أَكَاسِم,كسم
5284,أكاسم,كسم
5285,أَكَاسِيم,كسم
5286,أكاسيم,كسم
5287,أَكَال,ءكل
5288,أكال,ءكل
5289,أَكَالِيل,كلل
5290,أكاليل,كلل
5291,أَكَاوِل,كول
5292,أكاول,كول
5293,أَكَثّ,كثث
5294,أكث,كثث
5295,أَكَرَة,ءكر
5296,أكرة,ءكر
5297,أَكَسّ,كسس
5298,أكس,كسس
5299,أَكَل,ءكل
5300,أكل,ءكل
5301,أَكَلاَت,ءكل
5302,أكلات,ءكل
5303,أَكَم,ءكم
5304,أكم,ءكم
5305,أَكَمَات,ءكم
5306,أكمات,ءكم
5307,أَكَمَة,ءكم
5308,أكمة,ءكم
5309,أَكُفّ,كفف
5310,أكف,كفف
5311,أَكُولَة,ءكل
5312,أكولة,ءكل
5313,أَكِدَّة,كدد
5314,أكدة,كدد
5315,أَكِظَّة,كظظ
5316,أكظة,كظظ
5317,أَكِفَّة,كفف
5318,أكفة,كفف
5319,أَكِلَة,ءكل
5320,أكلة,ءكل
5321,أَكِمَّة,كمم
5322,أكمة,كمم
5323,أَكِنَّة,كنن
5324,أكنة,كنن
5325,أَكِيد,ءكد
5326,أكيد,ءكد
5327,أَكِيك,ءكك
5328,أكيك,ءكك
5329,أَكِيل,ءكل
5330,أكيل,ءكل
5331,أَكِيلَة,ءكل
5332,أكيلة,ءكل
5333,أَكّ,ءكك
5334,أك,ءكك
5335,أَكَّار,ءكر
5336,أكار,ءكر
5337,أَكَّارَة,ءكر
5338,أكارة,ءكر
5339,أَكَّاف,ءكف
5340,أكاف,ءكف
5341,أَكَّال,ءكل
5342,أَكَّة,ءكك
5343,أكة,ءكك
5344,أَكْؤُس,كءس
5345,أكؤس,كءس
5346,أَكْبَاء,كبو
5347,أكباء,كبو
5348,أَكْبَاد,كبد
5349,أكباد,كبد
5350,أَكْبَار,كبر
5351,أكبار,كبر
5352,أَكْبَاس,كبس
5353,أكباس,كبس
5354,أَكْبَاش,كبش
5355,أكباش,كبش
5356,أَكْبَال,كبل
5357,أكبال,كبل
5358,أَكْبَد,كبد
5359,أكبد,كبد
5360,أَكْبَر,كبر
5361,أكبر,كبر
5362,أَكْبَس,كبس
5363,أكبس,كبس
5364,أَكْبُش,كبش
5365,أكبش,كبش
5366,أَكْبُل,كبل
5367,أكبل,كبل
5368,أَكْتَاد,كتد
5369,أكتاد,كتد
5370,أَكْتَاف,كتف
5371,أكتاف,كتف
5372,أَكْتَد,كتد
5373,أكتد,كتد
5374,أَكْتَع,كتع
5375,أكتع,كتع
5376,أَكْتَف,كتف
5377,أكتف,كتف
5378,أَكْتِفَة,كتف
5379,أكتفة,كتف
5380,أَكْثَر,كثر
5381,أكثر,كثر
5382,أَكْثَرِيَّة,كثر
5383,أكثرية,كثر
5384,أَكْثَع,كثع
5385,أكثع,كثع
5386,أَكْثَم,كثم
5387,أكثم,كثم
5388,أَكْثِبَة,كثب
5389,أكثبة,كثب
5390,أَكْحَاح,كحح
5391,أكحاح,كحح
5392,أَكْحَل,كحل
5393,أكحل,كحل
5394,أَكْد,ءكد
5395,أكد,ءكد
5396,أَكْدَاس,كدس
5397,أكداس,كدس
5398,أَكْدَر,كدر
5399,أكدر,كدر
5400,أَكْر,ءكر
5401,أكر,ءكر
5402,أَكْرَاء,كري
5403,أكراء,كري
5404,أَكْرَاب,كرب
5405,أكراب,كرب
5406,أَكْرَاز,كرز
5407,أكراز,كرز
5408,أَكْرَاس,كرس
5409,أكراس,كرس
5410,أَكْرَاش,كرش
5411,أكراش,كرش
5412,أَكْرَش,كرش
5413,أكرش,كرش
5414,أَكْرَع,كرع
5415,أكرع,كرع
5416,أَكْرُع,كرع
5417,أَكْرِبَة,كرب
5418,أكربة,كرب
5419,أَكْرِيَاء,كري
5420,أكرياء,كري
5421,أَكْزَم,كزم
5422,أكزم,كزم
5423,أَكْسَار,كسر
5424,أكسار,كسر
5425,أَكْسَح,كسح
5426,أكسح,كسح
5427,أَكْسِيَة,كسو
5428,أكسية,كسو
5429,أَكْشَف,كشف
5430,أكشف,كشف
5431,أَكْشَم,كشم
5432,أكشم,كشم
5433,أَكْظَام,كتم
5434,أكظام,كتم
5435,أَكْعَر,كعر
5436,أكعر,كعر
5437,أَكْفَاء,كفء
5438,أكفاء,كفء
5439,أَكْفَال,كفل
5440,أكفال,كفل
5441,أَكْفَان,كفن
5442,أكفان,كفن
5443,أَكْفِئَة,كفء
5444,أكفئة,كفء
5445,أَكْفِيَاء,كفي
5446,أكفياء,كفي
5447,أَكْل,ءكل
5448,أَكْلاَء,كلء
5449,أكلاء,كلء
5450,أَكْلَة,ءكل
5451,أَكْلَس,كلس
5452,أكلس,كلس
5453,أَكْلَف,كلف
5454,أكلف,كلف
5455,أَكْلُب,كلب
5456,أكلب,كلب
5457,أَكْلِمَة,كلم
5458,أكلمة,كلم
5459,أَكْمَاء,كمي
5460,أكماء,كمي
5461,أَكْمَام,كمم
5462,أكمام,كمم
5463,أَكْمَش,كمش
5464,أكمش,كمش
5465,أَكْمَه,كمه
5466,أَكْمُؤ,كمء
5467,أكمؤ,كمء
5468,أَكْنَاف,كنف
5469,أكناف,كنف
5470,أَكْنَان,كنن
5471,أكنان,كنن
5472,أَكْنَع,كنع
5473,أكنع,كنع
5474,أَكْنِسَة,كنس
5475,أكنسة,كنس
5476,أَكْهَاء,كهي
5477,أكهاء,كهي
5478,أَكْهَب,كهب
5479,أكهب,كهب
5480,أَكْهَى,كهي
5481,أكهى,كهي
5482,أَكْوَاب,كوب
5483,أكواب,كوب
5484,أَكْوَاخ,كوخ
5485,أكواخ,كوخ
5486,أَكْوَاد,كود
5487,أكواد,كود
5488,أَكْوَار,كور
5489,أكوار,كور
5490,أَكْوَاز,كوز
5491,أكواز,كوز
5492,أَكْوَاع,كوع
5493,أكواع,كوع
5494,أَكْوَام,كوم
5495,أكوام,كوم
5496,أَكْوَب,كوب
5497,أكوب,كوب
5498,أَكْوَع,كوع
5499,أكوع,كوع
5500,أَكْوَل,كول
5501,أكول,كول
5502,أَكْوَم,كوم
5503,أكوم,كوم
5504,أَكْوَمَان,كوم
5505,أكومان,كوم
5506,أَكْوُب,كوب
5507,أَكْيَاح,كيح
5508,أكياح,كيح
5509,أَكْيَار,كير
5510,أكيار,كير
5511,أَكْيَاس,كيس
5512,أكياس,كيس
5513,أَكْيَال,كيل
5514,أكيال,كيل
5515,أَكْيَح,كيح
5516,أكيح,كيح
5517,أَكْيَس,كيس
5518,أكيس,كيس
5519,أَلآء,لءي
5520,ألآء,لءي
5521,أَلآم,لءم
5522,ألآم,لءم
5523,أَلاَ,ءلو
5524,ألا,ءلو
5525,أَلاَء,ءلو
5526,ألاء,ءلو
5527,أَلاَئِف,ءلف
5528,ألائف,ءلف
5529,أَلاَئِك,ءلك
5530,ألائك,ءلك
5531,أَلاَئِل,ءلل
5532,ألائل,ءلل
5533,أَلاَعِيب,لعب
5534,ألاعيب,لعب
5535,أَلاَغِيز,لغز
5536,ألاغيز,لغز
5537,أَلاَقِيّ,لقي
5538,ألاقي,لقي
5539,أَلاَوِيَة,ءلو
5540,ألاوية,ءلو
5541,أَلاَيا,ءلي
5542,ألايا,ءلي
5543,أَلاَيِن,لين
5544,ألاين,لين
5545,أَلاَّء,ءلو
5546,أَلاَّق,ءلق
5547,ألاق,ءلق
5548,أَلًى,ءلي
5549,ألى,ءلي
5550,أَلَب,ءلب
5551,ألب,ءلب
5552,أَلَحّ,لحح
5553,ألح,لحح
5554,أَلَدّ,لدد
5555,ألد,لدد
5556,أَلَصّ,لصص
5557,ألص,لصص
5558,أَلَطّ,لطط
5559,ألط,لطط
5560,أَلَفّ,لفف
5561,ألف,لفف
5562,أَلَل,ءلل
5563,ألل,ءلل
5564,أَلَم,ءلم
5565,ألم,ءلم
5566,أَلَنْجَج,لجج
5567,ألنجج,لجج
5568,أَلَه,ءله
5569,أله,ءله
5570,أَلَى,ءلي
5571,أَلُبّ,لبب
5572,ألب,لبب
5573,أَلُوب,ءلب
5574,ألوب,ءلب
5575,أَلُوس,ءلس
5576,ألوس,ءلس
5577,أَلُوف,ءلف
5578,ألوف,ءلف
5579,أَلُوك,ءلك
5580,ألوك,ءلك
5581,أَلُوكَة,ءلك
5582,ألوكة,ءلك
5583,أَلُوَّة,ءلو
5584,ألوة,ءلو
5585,أَلِبَّاء,لبب
5586,ألباء,لبب
5587,أَلِدَّة,لدد
5588,ألدة,لدد
5589,أَلِف,ءلف
5590,ألف,ءلف
5591,أَلِفَات,ءلف
5592,ألفات,ءلف
5593,أَلِم,ءلم
5594,أَلِيف,ءلف
5595,أليف,ءلف
5596,أَلِيق,ءلق
5597,أليق,ءلق
5598,أَلِيل,ءلل
5599,أليل,ءلل
5600,أَلِيلَة,ءلل
5601,أليلة,ءلل
5602,أَلِيم,ءلم
5603,أليم,ءلم
5604,أَلِيهَة,ءله
5605,أليهة,ءله
